"title","genres","tmdb_id","overview","release_year"
"Christmas in Pine Valley","TV Movie, Comedy, Romance",971475,"Natalie is the owner of a successful farm and home goods store that garners the attention of a major magazine. The magazine sends a reporter named Josh to profile Natalie’s company thinking it's a family-run business. Little does he know that Natalie's business is run by her with the help of longtime family friends. Knowing how much the article will help struggling farm, Natalie must convince Josh that her ""family"" and Christmas traditions are all real.","2022"
"Cloudy with a Chance of Christmas","TV Movie, Comedy, Romance",1012608,"When a weather forecaster is asked to host her network's annual snow-cast in the wintry town of Leavenworth live with the network's morning show host and a longtime rival of hers, tension brews and romantic sparks fly between them on air.","2022"
"Christmas with a Prince: Becoming Royal","TV Movie, Romance",642964,"One year after Dr. Tasha and Prince Alec met and fell in love, Tasha is on her way to spend the holidays in San Saverre and get a taste of royal life. When Alex surprises her with a royal engagement, she spends her first magical days there trying to stay grounded while managing the task of planning a royal wedding. But when Miranda starts scheming to break the two up, it will take a big sacrifice and a Christmas miracle to make sure they get the holiday royal wedding of their dreams.","2019"
"Christmas on the Bayou","Romance, Drama, TV Movie",249062,"When successful New York marketing executive Katherine discovers her workaholic ways are taking a toll on her eight-year-old son, Zac, she decides to spend Christmas with him and her mother, Lilly in her home town on the bayou. When Caleb tries to rekindle a childhood romance and convince her to move back home, Katherine is torn between the bright lights of the big city and the quiet, gentler rhythms of her Southern roots. Only a Christmas miracle orchestrated by Papa Noel can steer her heart to her true home.","2013"
"Christmas at Cartwright's","Romance, Family, Drama, TV Movie",299588,"With Christmas approaching, a struggling single mom finds herself working as a department store Santa Claus, as a real-life angel delivers good fortune and the possibility of holiday romance.","2014"
"The Christmas Ornament","Romance, TV Movie",238018,"Newly widowed Kathy plans to skip out on decking the halls and trimming the tree this Christmas, trying to avoid anything that will bring back memories of her late husband. When Kathy meets handsome Christmas tree shop owner Tim, their undeniable chemistry—along with an ornament Tim gives her that symbolizes hope—helps Kathy open up to the joys of the season again.","2013"
"Christmas Party","Drama",1172940,"A newly-single woman embarks on a quest to become more sexually adventurous and falls for a charming stranger.","2023"
"Saving Christmas Spirit","TV Movie, Comedy, Drama, Romance",957803,"When brilliant and sharp-witted archaeologist Lucy Stewart decides to spend her Christmas break in the Scottish Highlands, she goes on a quest to find the ruins of a shrine to ancient goddess Beira the Queen of Winter.","2022"
"Christmas Catch","TV Movie, Romance",563737,"Detective Mackenzie Bennett is hot on the trail of Carson, a suspected diamond thief, and goes undercover to catch him in the act. While undercover, Mack not only falls for Carson, but begins to suspect that he's been framed. Are feelings clouding Mack's judgment or are they focusing on the wrong suspect?","2018"
"The Christmas Shoes","Drama, TV Movie",30768,"Two separate stories mesh - in the first, a young music teacher, Maggie Andrews, begins dying of a heart condition and her son Nathan tries to get a pair of Christmas shoes for her before she dies. In the second, lawyer Robert Layton and his wife Kate are slowly drifting apart and the matter comes to a head during Christmas when Kate takes over for Maggie for the school choir.","2002"
"Christmas at Castle Hart","TV Movie, Comedy, Romance",874166,"Brooke Bennett goes to Ireland for Christmas to search for her Irish roots. While there, she meets Aiden Hart, Earl of Glaslough. Mistaken for an elite event planner, she’s hired to host his castle’s epic Christmas party.","2021"
"All About Christmas Eve","Comedy, Romance, TV Movie",149490,"'Tis the Season for Evelyn Wright...literally, she is a party planner in NYC.  At the last minute Eve finds out that one of her agency's top clients is throwing a HUGE Christmas event, in LA, on Christmas Eve!  Eve must decide whether to take on the event or risk her career to go on a romantic vacation with her boyfriend Darren.  Unbeknownst to Eve, her future all depends on whether or not she makes a plane.  We see it both ways, in parallel.","2012"
"Christmas in the Rockies","Romance, TV Movie",769635,"Katie Jolly is a driven young woman with aspirations to leave her small town of Homewood and the family business behind for a career in New York City. Katie’s dreams come to a halt when her father’s sudden injury leaves the future of the company on her shoulders. Saddled with Jolly Lumber’s looming financial troubles, she must also navigate the complexities of love and family as well as the pressure to win the annual Lumberjack Competition.","2021"
"Jeff Dunham's Very Special Christmas Special","Comedy",14541,"The multi-platinum selling comedian performs his first holiday-themed stand-up special with his friends.","2008"
"A Sweet Christmas Romance","Romance, TV Movie",627467,"When food stylist Holly returns home for Christmas, she learns that the elderly owner of her favorite childhood bakery is retiring and has started a contest to give the bakery away to whoever can recreate her famous 12 Days of Christmas recipes. When a local baker also enters the contest, the two adversaries end up cooking up something special together for the holidays.","2019"
"Christmas vs. The Walters","Comedy",876987,"Diane Walters, an over-burdened mother of two with a third child on the way, strives to create the perfect Christmas while her loving but dysfunctional family falls apart around her.","2021"
"The Christmas Promise","TV Movie, Romance, Drama",874147,"Nicole learns to deal with grief, with the help of her grandfather and a carpenter she hires to renovate the home that was once meant for her and her fiancé.","2021"
"The Christmas House 2: Deck Those Halls","Romance, Drama, TV Movie",874196,"The Mitchell brothers compete to see who can create the best Christmas House.","2021"
"Long Lost Christmas","TV Movie, Comedy, Drama, Romance",1028539,"Hayley is an interior designer who plans to surprise her recently widowed mother Patricia with the perfect holiday present: the extended family she knows her mom yearns for.","2022"
"A Royal Christmas Match","TV Movie, Comedy, Romance, Family",993969,"Princess Camille travels to America to create a cross-cultural college exchange program and falls for professor Rhett Davis, but when she discovers he was hired by her father to escort her, aka babysit her, she wonders if he cares more about her or his career.","2022"
"A Family Reunion Christmas","Comedy, Family",654580,"M'Dear and her sisters struggle to keep their singing act together before a church Christmas pageant while Grandpa teaches the kids a valuable lesson.","2019"
"Rediscovering Christmas","Romance, TV Movie",627483,"A talented department store window designer helps her sister design the decor for the annual Snowflake Festival Christmas Eve dance and clashes with the stubborn grandson of the founders of the festival.","2019"
"A Very Nutty Christmas","TV Movie, Family",550651,"Hard-working bakery owner Kate Holiday, has more cookie orders than she has time to fill this holiday season, and when her boyfriend suddenly breaks up with her, any shred of Christmas joy she was hanging onto, immediately disappears. After Kate hangs the last ornament on the tree and goes to bed, she awakens the next morning to a little bit of Christmas magic. She gets the surprise of her life when Chip, a handsome soldier who may or may not be the Nutcracker Prince from Tchaikovsky’s “The Nutcracker,” appears in her living room.","2018"
